"﻿0,529"
"100,528"
"200,529"
"301,529"
"401,529"
"501,529"
"602,528"
"702,528"
"802,528"
"903,528"
"1003,529"
"1103,528"
"1204,528"
"1305,528"
"1405,528"
"1506,528"
"1606,529"
"1707,528"
"1807,528"
"1907,528"
"2008,528"
"2109,528"
"2209,528"
"2310,528"
"2410,528"
"2510,528"
"2611,528"
"2711,528"
"2811,528"
"2912,528"
"3013,528"
"3113,528"
"3214,528"
"3314,528"
"3415,528"
"3515,528"
"3615,528"
"3716,528"
"3816,528"
"3917,528"
"4018,528"
"4118,528"
"4218,528"
"4319,528"
"4419,528"
"4519,528"
"4620,528"
"4720,528"
"4822,528"
"4922,528"
"5022,528"
"5123,528"
"5223,528"
"5323,528"
"5424,528"
"5524,528"
"5624,528"
"5726,527"
"5826,528"
"5926,528"
"6027,528"
"6127,528"
"6227,528"
"6328,528"
"6428,528"
"6529,528"
"6630,528"
"6730,528"
"6831,528"
"6931,528"
"7031,528"
"7132,527"
"7232,528"
"7332,528"
"7433,528"
"7534,528"
"7634,527"
"7735,527"
"7835,527"
"7936,528"
"8036,527"
"8136,528"
"8237,528"
"8337,528"
"8438,527"
"8539,528"
"8639,527"
"8739,528"
"8840,528"
"8940,527"
"9040,528"
"9141,527"
"9241,527"
"9342,528"
"9443,528"
"9543,527"
"9644,527"
"9744,527"
"9844,527"
"9945,527"
"10045,527"
"10146,527"
"10247,527"
"10347,527"
"10447,527"
"10548,527"
"10648,527"
"10748,527"
"10850,527"
"10950,527"
"11051,527"
"11151,528"
"11251,528"
"11352,528"
"11452,528"
"11553,528"
"11654,529"
"11754,529"
"11854,529"
"11955,529"
"12055,529"
"12156,528"
"12257,529"
"12357,529"
"12457,529"
"12558,529"
"12658,529"
"12759,529"
"12860,529"
"12960,529"
"13061,529"
"13161,529"
"13261,529"
"13362,529"
"13463,529"
"13563,529"
"13664,529"
"13764,529"
"13864,529"
"13965,529"
"14065,529"
"14167,529"
"14267,529"
"14367,529"
"14468,529"
"14568,529"
"14668,529"
"14770,529"
"14870,529"
"14970,529"
"15071,529"
"15171,529"
"15271,529"
"15372,529"
"15473,529"
"15574,529"
"15674,528"
"15774,527"
"15875,525"
"15975,523"
"16076,521"
"16177,518"
"16277,516"
"16377,515"
"16478,514"
"16578,512"
"16678,511"
"16780,510"
"16880,509"
"16980,508"
"17081,506"
"17181,505"
"17282,504"
"17383,503"
"17483,502"
"17584,501"
"17684,501"
"17784,500"
"17885,500"
"17985,499"
"18086,498"
"18187,498"
"18287,498"
"18387,497"
"18488,496"
"18588,496"
"18690,496"
"18790,494"
"18890,494"
"18991,493"
"19091,492"
"19191,492"
"19292,491"
"19393,491"
"19493,490"
"19594,490"
"19694,489"
"19794,489"
"19895,488"
"19996,488"
"20097,487"
"20197,488"
"20297,487"
"20398,486"
"20498,486"
"20598,486"
"20700,485"
"20800,484"
"20900,484"
"21001,483"
"21101,483"
"21201,482"
"21303,482"
"21403,481"
"21504,480"
"21604,480"
"21704,480"
"21805,479"
"21905,479"
"22006,478"
"22107,477"
"22207,476"
"22307,476"
"22408,474"
"22508,474"
"22609,473"
"22710,472"
"22810,471"
"22910,470"
"23011,470"
"23111,469"
"23212,468"
"23313,468"
"23413,468"
"23514,467"
"23614,466"
"23714,465"
"23815,465"
"23916,464"
"24016,464"
"24117,463"
"24217,463"
"24317,462"
"24418,461"
"24518,461"
"24620,460"
"24720,459"
